topic,category,rank,paper_key,short_citation,title,authors,year,venue,paper_type,role_in_topic,source_or_lookup_url,confidence,notes
language,phenotype,2,Fedorenko_Language_2011,Fedorenko et al. (2011),Functional specificity for high-level linguistic processing in the human brain,Fedorenko et al.,2011,PNAS,functional localizer / language,"pipeline, benchmark, or second anchor",https://doi.org/10.1073/pnas.1112937108,medium,
language,phenotype,3,Barch_HCP_Task_2013,Barch et al. (2013),Function in the human connectome: task-fMRI and individual differences in behavior,Barch et al.,2013,NeuroImage,task fMRI battery / HCP,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2013.05.033,medium,
language,phenotype,4,Kriegeskorte_RSA_2008,Kriegeskorte et al. (2008),Representational similarity analysis—connecting the branches of systems neuroscience,Kriegeskorte et al.,2008,Frontiers in Systems Neuroscience,RSA / multivariate analysis,robustness / evaluation / cross-topic bridge,https://doi.org/10.3389/neuro.06.004.2008,high,
language,phenotype,5,SPM_1994,Friston et al. (1994),Statistical parametric maps in functional imaging: A general linear approach,Friston et al.,1994,Human Brain Mapping,statistical modeling / GLM,additional pipeline/dataset/reference,https://doi.org/10.1002/hbm.460020402,medium,
language,phenotype,6,Rolls_2022,Rolls et al. (2022),The human language effective connectome,Rolls et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119352,medium,auto 2020+; verify
language,phenotype,7,Blank_2020,Blank et al. (2020),No evidence for differences among language regions in their temporal receptive windows,Blank et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116925,medium,auto 2020+; verify
language,phenotype,8,Tuncer_2020,Tuncer et al. (2020),Towards a tractography-based risk stratification model for language area associated gliomas,Tuncer et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102541,medium,auto 2020+; verify
machine learning,inference,1,Abraham_Nilearn_2014,Abraham et al. (2014),Machine learning for neuroimaging with scikit-learn,Abraham et al.,2014,Frontiers in Neuroinformatics,software / ML pipeline,primary anchor / canonical method or dataset,https://doi.org/10.3389/fninf.2014.00014,high,
machine learning,inference,2,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
machine learning,inference,3,Haufe_2014,Haufe et al. (2014),On the interpretation of weight vectors of linear models in multivariate neuroimaging,Haufe et al.,2014,NeuroImage,model interpretability,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2013.10.067,high,
machine learning,inference,4,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2019.02.062,high,
machine learning,inference,5,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,additional pipeline/dataset/reference,https://doi.org/10.1038/nn.4478,medium,
machine learning,inference,6,Sarwar_2020,Sarwar et al. (2020),Structure-function coupling in the human connectome: A machine learning approach,Sarwar et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117609,medium,auto 2020+; verify
machine learning,inference,7,Chen_2021,Chen et al. (2021),Mitigating site effects in covariance for machine learning in neuroimaging data,Chen et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25688,medium,auto 2020+; verify
major depression,phenotype,1,Drysdale_Depression_2017,Drysdale et al. (2017),Resting-state connectivity biomarkers define neurophysiological subtypes of depression,Drysdale et al.,2017,Nature Medicine,biomarker / depression subtypes,primary anchor / canonical method or dataset,https://doi.org/10.1038/nm.4246,high,
major depression,phenotype,2,Dinga_Depression_2019,Dinga et al. (2019),Evaluating the evidence for biotypes of depression: attempted replication of Drysdale et al. 2017,Dinga et al.,2019,NeuroImage: Clinical,replication / depression biomarker,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.nicl.2019.101796,medium,
major depression,phenotype,3,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/nn.4478,high,
major depression,phenotype,4,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2017.06.061,medium,
major depression,phenotype,5,Fan_2020_2,Fan et al. (2020),Childhood trauma is associated with elevated anhedonia and altered core reward circuitry in major depression patients and controls,Fan et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25222,medium,auto 2020+; verify
major depression,phenotype,6,Loureiro_2020,Loureiro et al. (2020),Modulation of amygdala reactivity following rapidly acting interventions for major depression,Loureiro et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.24895,medium,auto 2020+; verify
major depression,phenotype,7,Suffel_2020,Suffel et al. (2020),Feeling addressed! The neural processing of social communicative cues in patients with major depression,Suffel et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25027,medium,auto 2020+; verify
mild cognitive impairment,phenotype,1,Jack_AD_2010,Jack et al. (2010),Hypothetical model of dynamic biomarkers of the Alzheimer's pathological cascade,Jack et al.,2010,Lancet Neurology,disease biomarker model,primary anchor / canonical method or dataset,https://doi.org/10.1016/S1474-4422(09)70299-6,high,
mild cognitive impairment,phenotype,2,ADNI3_Weiner_2017,Weiner et al. (2017),The Alzheimer's Disease Neuroimaging Initiative 3: continued innovation for clinical trial improvement,Weiner et al.,2017,Alzheimer's & Dementia,dataset / disease cohort,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.jalz.2016.10.006,medium,
mild cognitive impairment,phenotype,3,Kloeppel_AD_2008,Klöppel et al. (2008),Automatic classification of MR scans in Alzheimer's disease,Klöppel et al.,2008,Brain,clinical classification pipeline,"validation, caveat, or task template",https://doi.org/10.1093/brain/awm319,medium,
mild cognitive impairment,phenotype,4,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2012.01.021,high,
mild cognitive impairment,phenotype,5,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2019.02.062,medium,
mild cognitive impairment,phenotype,6,Farina_2020,Farina et al. (2020),A comparison of resting state EEG and structural MRI for classifying Alzheimer’s disease and mild cognitive impairment,Farina et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116795,medium,auto 2020+; verify
mild cognitive impairment,phenotype,7,Kim_2023,Kim et al. (2023),"Deep learning-based EEG analysis to classify normal, mild cognitive impairment, and dementia: Algorithms and dataset",Kim et al.,2023,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2023.120054,medium,auto 2020+; verify
mild cognitive impairment,phenotype,8,Misquitta_2020,Misquitta et al. (2020),White matter hyperintensities and neuropsychiatric symptoms in mild cognitive impairment and Alzheimer’s disease,Misquitta et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102367,medium,auto 2020+; verify
modularity,organization,1,Rubinov_2010,Rubinov & Sporns (2010),Complex network measures of brain connectivity: uses and interpretations,Rubinov & Sporns,2010,NeuroImage,graph theory / network metrics,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2009.10.003,high,
modularity,organization,2,BullmoreSporns_2009,Bullmore & Sporns (2009),Complex brain networks: graph theoretical analysis of structural and functional systems,Bullmore & Sporns,2009,Nature Reviews Neuroscience,network neuroscience review,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nrn2575,high,
modularity,organization,3,Power_2011,Power et al. (2011),Functional network organization of the human brain,Power et al.,2011,Neuron,network atlas / graph construction,"validation, caveat, or task template",https://doi.org/10.1016/j.neuron.2011.09.006,high,
modularity,organization,4,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1152/jn.00338.2011,high,
modularity,organization,5,Allen_DynFC_2014,Allen et al. (2014),Tracking whole-brain connectivity dynamics in the resting state,Allen et al.,2014,Cerebral Cortex,dynamic FC pipeline,additional pipeline/dataset/reference,https://doi.org/10.1093/cercor/bhs352,medium,
modularity,organization,6,Puxeddu_2020,Puxeddu et al. (2020),The modular organization of brain cortical connectivity across the human lifespan,Puxeddu et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116974,medium,auto 2020+; verify
modularity,organization,7,Seguin_2022,Seguin et al. (2022),Network communication models narrow the gap between the modular organization of structural and functional brain networks,Seguin et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119323,medium,auto 2020+; verify
modularity,organization,8,Betzel_2020,Betzel et al. (2020),Temporal fluctuations in the brain’s modular architecture during movie-watching,Betzel et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116687,medium,auto 2020+; verify
motor control,phenotype,1,Biswal_1995,Biswal et al. (1995),Functional connectivity in the motor cortex of resting human brain using echo-planar MRI,Biswal et al.,1995,Magnetic Resonance in Medicine,resting-state FC method,primary anchor / canonical method or dataset,https://doi.org/10.1002/mrm.1910340409,high,
motor control,phenotype,2,Barch_HCP_Task_2013,Barch et al. (2013),Function in the human connectome: task-fMRI and individual differences in behavior,Barch et al.,2013,NeuroImage,task fMRI battery / HCP,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2013.05.033,medium,
motor control,phenotype,3,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,"validation, caveat, or task template",https://doi.org/10.1152/jn.00338.2011,high,
motor control,phenotype,4,Power_2011,Power et al. (2011),Functional network organization of the human brain,Power et al.,2011,Neuron,network atlas / graph construction,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuron.2011.09.006,high,
motor control,phenotype,5,fMRIPrep_2019,Esteban et al. (2019),fMRIPrep: a robust preprocessing pipeline for functional MRI,Esteban et al.,2019,Nature Methods,preprocessing pipeline,additional pipeline/dataset/reference,https://doi.org/10.1038/s41592-018-0235-4,medium,
motor control,phenotype,6,Duma_2020,Duma et al. (2020),Should I stay or should I go? How local-global implicit temporal expectancy shapes proactive motor control: An hdEEG study,Duma et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117071,medium,auto 2020+; verify
motor control,phenotype,7,Belyk_2021,Belyk et al. (2021),Human larynx motor cortices coordinate respiration for vocal-motor control,Belyk et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.118326,medium,auto 2020+; verify
motor control,phenotype,8,Abidi_2022,Abidi et al. (2022),Motor imagery in amyotrophic lateral Sclerosis: An fMRI study of postural control,Abidi et al.,2022,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2022.103051,medium,auto 2020+; verify
multimodal imaging,measurement,1,Glasser_2016,Glasser et al. (2016),A multi-modal parcellation of human cerebral cortex,Glasser et al.,2016,Nature,multimodal atlas / parcellation,primary anchor / canonical method or dataset,https://doi.org/10.1038/nature18933,high,
multimodal imaging,measurement,2,VanEssen_HCP_2013,Van Essen et al. (2013),The WU-Minn Human Connectome Project: an overview,Van Essen et al.,2013,NeuroImage,dataset / consortium,"pipeline, benchmark, or second anchor",https://pmc.ncbi.nlm.nih.gov/articles/PMC3724347/,high,
multimodal imaging,measurement,3,Miller_UKB_2016,Miller et al. (2016),Multimodal population brain imaging in the UK Biobank prospective epidemiological study,Miller et al.,2016,Nature Neuroscience,dataset / cohort pipeline,"validation, caveat, or task template",https://doi.org/10.1038/nn.4393,high,
multimodal imaging,measurement,4,BIDS_2016,Gorgolewski et al. (2016),"The Brain Imaging Data Structure, a format for organizing and describing outputs of neuroimaging experiments",Gorgolewski et al.,2016,Scientific Data,standard / data organization,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/sdata.2016.44,high,
multimodal imaging,measurement,5,fMRIPrep_2019,Esteban et al. (2019),fMRIPrep: a robust preprocessing pipeline for functional MRI,Esteban et al.,2019,Nature Methods,preprocessing pipeline,additional pipeline/dataset/reference,https://doi.org/10.1038/s41592-018-0235-4,medium,
multimodal imaging,measurement,6,Rokicki_2020,Rokicki et al. (2020),Multimodal imaging improves brain age prediction and reveals distinct abnormalities in patients with psychiatric and neurological disorders,Rokicki et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25323,medium,auto 2020+; verify
multimodal imaging,measurement,7,Alkemade_2020,Alkemade et al. (2020),The Amsterdam Ultra-high field adult lifespan database (AHEAD): A freely available multimodal 7 Tesla submillimeter magnetic resonance imaging database,Alkemade et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117200,medium,auto 2020+; verify
multimodal imaging,measurement,8,Mouchs_2022,Mouchs et al. (2022),Multimodal biological brain age prediction using magnetic resonance imaging and angiography with the identification of predictive regions,Mouchs et al.,2022,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25805,medium,auto 2020+; verify
multiple comparisons,inference,1,SPM_1994,Friston et al. (1994),Statistical parametric maps in functional imaging: A general linear approach,Friston et al.,1994,Human Brain Mapping,statistical modeling / GLM,primary anchor / canonical method or dataset,https://doi.org/10.1002/hbm.460020402,high,
multiple comparisons,inference,2,NicholsHolmes_2002,Nichols & Holmes (2002),Nonparametric permutation tests for functional neuroimaging: a primer with examples,Nichols & Holmes,2002,Human Brain Mapping,statistical inference / permutation,"pipeline, benchmark, or second anchor",https://doi.org/10.1002/hbm.1058,high,
multiple comparisons,inference,3,TFCE_2009,Smith & Nichols (2009),"Threshold-free cluster enhancement: addressing problems of smoothing, threshold dependence and localisation in cluster inference",Smith & Nichols,2009,NeuroImage,statistical inference / multiple comparisons,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2008.03.061,high,
multiple comparisons,inference,4,Eklund_2016,Eklund et al. (2016),Cluster failure: Why fMRI inferences for spatial extent have inflated false-positive rates,Eklund et al.,2016,PNAS,statistical inference / cluster correction,robustness / evaluation / cross-topic bridge,https://doi.org/10.1073/pnas.1602413113,high,
multiple comparisons,inference,5,COBIDAS_MRI_2017,Nichols et al. / OHBM COBIDAS (2017),Best practices in data analysis and sharing in neuroimaging using MRI,Nichols et al. / OHBM COBIDAS,2017,COBIDAS report / Nature Neuroscience related guidance,reporting / reproducibility guideline,additional pipeline/dataset/reference,https://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf,medium,
multiple comparisons,inference,6,Tran_2022,Tran et al. (2022),Automatic segmentation of white matter hyperintensities: validation and comparison with state-of-the-art methods on both Multiple Sclerosis and elderly subjects,Tran et al.,2022,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2022.102940,medium,auto 2020+; verify
multiple comparisons,inference,7,He_2021,He et al. (2021),Comparison of multiple tractography methods for reconstruction of the retinogeniculate visual pathway using diffusion MRI,He et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25472,medium,auto 2020+; verify
multiple comparisons,inference,8,Leddy_2021,Leddy et al. (2021),Lesion distribution and substrate of white matter damage in myotonic dystrophy type 1: Comparison with multiple sclerosis,Leddy et al.,2021,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2021.102562,medium,auto 2020+; verify
multiple sclerosis,phenotype,1,Smith_TBSS_2006,Smith et al. (2006),Tract-based spatial statistics: voxelwise analysis of multi-subject diffusion data,Smith et al.,2006,NeuroImage,TBSS / group diffusion pipeline,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2006.02.024,high,
multiple sclerosis,phenotype,2,Basser_DTI_1994,Basser et al. (1994),MR diffusion tensor spectroscopy and imaging,Basser et al.,1994,Biophysical Journal,diffusion tensor method,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/S0006-3495(94)80775-1,high,
multiple sclerosis,phenotype,3,FSL_2012,Jenkinson et al. (2012),FSL,Jenkinson et al.,2012,NeuroImage,software suite / pipeline,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2011.09.015,high,
multiple sclerosis,phenotype,4,Avants_ANTs_2011,Avants et al. (2011),A reproducible evaluation of ANTs similarity metric performance in brain image registration,Avants et al.,2011,NeuroImage,registration / ANTs,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2010.09.025,high,
multiple sclerosis,phenotype,5,COBIDAS_MRI_2017,Nichols et al. / OHBM COBIDAS (2017),Best practices in data analysis and sharing in neuroimaging using MRI,Nichols et al. / OHBM COBIDAS,2017,COBIDAS report / Nature Neuroscience related guidance,reporting / reproducibility guideline,additional pipeline/dataset/reference,https://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf,medium,
multiple sclerosis,phenotype,6,Cerri_2020,Cerri et al. (2020),A contrast-adaptive method for simultaneous whole-brain and lesion segmentation in multiple sclerosis,Cerri et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117471,medium,auto 2020+; verify
multiple sclerosis,phenotype,7,Rosa_2020,Rosa et al. (2020),Multiple sclerosis cortical and WM lesion segmentation at 3T MRI: a deep learning method based on FLAIR and MP2RAGE,Rosa et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102335,medium,auto 2020+; verify
multiple sclerosis,phenotype,8,Commowick_2021,Commowick et al. (2021),Multiple sclerosis lesions segmentation from multiple experts: The MICCAI 2016 challenge dataset,Commowick et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.118589,medium,auto 2020+; verify
network neuroscience,inference,1,Rubinov_2010,Rubinov & Sporns (2010),Complex network measures of brain connectivity: uses and interpretations,Rubinov & Sporns,2010,NeuroImage,graph theory / network metrics,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2009.10.003,high,
network neuroscience,inference,2,BullmoreSporns_2009,Bullmore & Sporns (2009),Complex brain networks: graph theoretical analysis of structural and functional systems,Bullmore & Sporns,2009,Nature Reviews Neuroscience,network neuroscience review,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nrn2575,high,
network neuroscience,inference,3,Power_2011,Power et al. (2011),Functional network organization of the human brain,Power et al.,2011,Neuron,network atlas / graph construction,"validation, caveat, or task template",https://doi.org/10.1016/j.neuron.2011.09.006,high,
network neuroscience,inference,4,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1152/jn.00338.2011,high,
network neuroscience,inference,5,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2019.02.062,medium,
network neuroscience,inference,6,Bathelt_2021,Bathelt et al. (2021),More than the sum of its parts: Merging network psychometrics and network neuroscience with application in autism,Bathelt et al.,2021,Network Neuroscience,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1162/netn_a_00222,medium,auto 2020+; verify
network neuroscience,inference,7,Hilger_2021,Hilger et al. (2021),Personality network neuroscience: Promises and challenges on the way toward a unifying framework of individual variability,Hilger et al.,2021,Network Neuroscience,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1162/netn_a_00198,medium,auto 2020+; verify
network neuroscience,inference,8,Jiang_2023,Jiang et al. (2023),Optimizing network neuroscience computation of individual differences in human spontaneous brain activity for test-retest reliability,Jiang et al.,2023,Network Neuroscience,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1162/netn_a_00315,medium,auto 2020+; verify
network neuroscience,inference,9,Dong_2021,Dong et al. (2021),Shifting gradients of macroscale cortical organization mark the transition from childhood to adolescence,Dong et al.,2021,Proceedings of the National Academy of Sciences,modern method/tool (2020+),"modern method/tool (2020+, named)",https://doi.org/10.1073/pnas.2024448118,medium,auto 2020+; verify
network neuroscience,inference,10,Yang_2021,Yang et al. (2021),Cortical patterning of morphometric similarity gradient reveals diverged hierarchical organization in sensory-motor cortices,Yang et al.,2021,Cell Reports,modern method/tool (2020+),"modern method/tool (2020+, named)",https://doi.org/10.1016/j.celrep.2021.109582,medium,auto 2020+; verify
neurodevelopment,phenotype,1,Dosenbach_Maturity_2010,Dosenbach et al. (2010),Prediction of individual brain maturity using fMRI,Dosenbach et al.,2010,Science,predictive modeling / development,primary anchor / canonical method or dataset,https://doi.org/10.1126/science.1194144,high,
neurodevelopment,phenotype,2,Casey_ABCD_2018,Casey et al. (2018),The Adolescent Brain Cognitive Development (ABCD) study: Imaging acquisition across 21 sites,Casey et al.,2018,Developmental Cognitive Neuroscience,dataset / cohort acquisition,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.dcn.2018.03.001,high,
neurodevelopment,phenotype,3,Hagler_ABCD_2019,Hagler et al. (2019),Image processing and analysis methods for the Adolescent Brain Cognitive Development Study,Hagler et al.,2019,NeuroImage,dataset processing pipeline,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2019.116091,high,
neurodevelopment,phenotype,4,Bethlehem_BrainCharts_2022,Bethlehem et al. (2022),Brain charts for the human lifespan,Bethlehem et al.,2022,Nature,normative lifespan modeling,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-022-04554-y,high,
neurodevelopment,phenotype,5,Rosenberg_2016,Rosenberg et al. (2016),A neuromarker of sustained attention from whole-brain functional connectivity,Rosenberg et al.,2016,Nature Neuroscience,predictive connectomics / attention,additional pipeline/dataset/reference,https://doi.org/10.1038/nn.4179,medium,
neurodevelopment,phenotype,6,Munckhof_2020,Munckhof et al. (2020),Perinatal thalamic injury: MRI predictors of electrical status epilepticus in sleep and long-term neurodevelopment,Munckhof et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102227,medium,auto 2020+; verify
neurodevelopment,phenotype,7,Guma_2021,Guma et al. (2021),Subtle alterations in neonatal neurodevelopment following early or late exposure to prenatal maternal immune activation in mice,Guma et al.,2021,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2021.102868,medium,auto 2020+; verify
neurodevelopment,phenotype,8,Kurth_2024,Kurth et al. (2024),Large‐scale analysis of structural brain asymmetries during neurodevelopment: Associations with age and sex in 4265 children and adolescents,Kurth et al.,2024,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.26754,medium,auto 2020+; verify
neurovault,inference,1,NeuroVault_2015,Gorgolewski et al. (2015),NeuroVault.org: a web-based repository for collecting and sharing unthresholded statistical maps of the human brain,Gorgolewski et al.,2015,Frontiers in Neuroinformatics,data repository / statistical maps,primary anchor / canonical method or dataset,https://doi.org/10.3389/fninf.2015.00008,high,
neurovault,inference,2,OpenNeuro_2021,Markiewicz et al. (2021),The OpenNeuro resource for sharing of neuroscience data,Markiewicz et al.,2021,eLife,data repository / BIDS,"pipeline, benchmark, or second anchor",https://doi.org/10.7554/eLife.71774,high,
neurovault,inference,3,BIDS_2016,Gorgolewski et al. (2016),"The Brain Imaging Data Structure, a format for organizing and describing outputs of neuroimaging experiments",Gorgolewski et al.,2016,Scientific Data,standard / data organization,"validation, caveat, or task template",https://doi.org/10.1038/sdata.2016.44,high,
neurovault,inference,4,Poldrack_Repro_2017,Poldrack et al. (2017),Scanning the horizon: towards transparent and reproducible neuroimaging research,Poldrack et al.,2017,Nature Reviews Neuroscience,reproducibility / open science,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/nrn.2016.167,high,
neurovault,inference,5,COBIDAS_MRI_2017,Nichols et al. / OHBM COBIDAS (2017),Best practices in data analysis and sharing in neuroimaging using MRI,Nichols et al. / OHBM COBIDAS,2017,COBIDAS report / Nature Neuroscience related guidance,reporting / reproducibility guideline,additional pipeline/dataset/reference,https://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf,medium,
neurovault,inference,6,Fox_2020,Fox et al. (2020),Sharing voxelwise neuroimaging results from rhesus monkeys and other species with Neurovault,Fox et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117518,medium,auto 2020+; verify
normative modeling,inference,1,Marquand_Normative_2016,Marquand et al. (2016),Understanding heterogeneity in clinical cohorts using normative models: beyond case-control studies,Marquand et al.,2016,Biological Psychiatry,normative modeling,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.biopsych.2015.12.023,medium,
normative modeling,inference,2,Bethlehem_BrainCharts_2022,Bethlehem et al. (2022),Brain charts for the human lifespan,Bethlehem et al.,2022,Nature,normative lifespan modeling,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/s41586-022-04554-y,high,
normative modeling,inference,3,Cole_BrainAge_2017,Cole & Franke (2017),Predicting age using neuroimaging: innovative brain ageing biomarkers,Cole & Franke,2017,Trends in Neurosciences,brain age / biomarker,"validation, caveat, or task template",https://doi.org/10.1016/j.tins.2017.10.001,high,
normative modeling,inference,4,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41586-022-04492-9,high,
normative modeling,inference,5,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,additional pipeline/dataset/reference,https://doi.org/10.1038/nn.4478,medium,
normative modeling,inference,6,Fraza_2021,Fraza et al. (2021),Warped Bayesian linear regression for normative modelling of big data,Fraza et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.118715,medium,auto 2020+; verify
normative modeling,inference,7,Bayer_2022,Bayer et al. (2022),Accommodating site variation in neuroimaging data using normative and hierarchical Bayesian models,Bayer et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119699,medium,auto 2020+; verify
normative modeling,inference,8,Boek_2023,Boek et al. (2023),"Normative models for neuroimaging markers: Impact of model selection, sample size and evaluation criteria",Boek et al.,2023,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2023.119864,medium,auto 2020+; verify
