paper_key,short_citation,title,authors,year,venue,paper_type,source_or_lookup_url,source_confidence,notes
Mohajer_2020,Mohajer et al. (2020),Gray matter volume and estimated brain age gap are not linked with <scp>sleep‐disordered</scp> breathing,Mohajer et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.24995,medium,auto-added 2020+ via OpenAlex; verify
Jones_2020,Jones et al. (2020),Frontoparietal theta-gamma interactions track working memory enhancement with training and tDCS,Jones et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116615,medium,auto-added 2020+ via OpenAlex; verify
Kardan_2020,Kardan et al. (2020),Distinguishing cognitive effort and working memory load using scale-invariance and alpha suppression in EEG,Kardan et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116622,medium,auto-added 2020+ via OpenAlex; verify
Costers_2020,Costers et al. (2020),Spatiotemporal and spectral dynamics of multi‐item working memory as revealed by the <i>n</i>‐back task using MEG,Costers et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.24955,medium,auto-added 2020+ via OpenAlex; verify
Schilling_2021,Schilling et al. (2021),Tractography dissection variability: What happens when 42 groups dissect 14 white matter bundles on the same dataset?,Schilling et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118502,medium,auto-added 2020+ via OpenAlex; verify
Griffis_2021,Griffis et al. (2021),Lesion Quantification Toolkit: A MATLAB software tool for estimating grey matter damage and white matter disconnections in patients with focal brain lesions,Griffis et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102639,medium,auto-added 2020+ via OpenAlex; verify
He_2020,He et al. (2020),Nonreplication of functional connectivity differences in autism spectrum disorder across multiple sites and denoising strategies,He et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.24879,medium,auto-added 2020+ via OpenAlex; verify
Grady_2020,Grady et al. (2020),Influence of sample size and analytic approach on stability and interpretation of brain‐behavior correlations in task‐related <scp>fMRI</scp> data,Grady et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25217,medium,auto-added 2020+ via OpenAlex; verify
Kennedy_2022,Kennedy et al. (2022),Reliability and stability challenges in ABCD task fMRI data,Kennedy et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119046,medium,auto-added 2020+ via OpenAlex; verify
Kim_2020,Kim et al. (2020),Reduced tactile acuity in chronic low back pain is linked with structural neuroplasticity in primary somatosensory cortex and is modulated by acupuncture therapy,Kim et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116899,medium,auto-added 2020+ via OpenAlex; verify
eko_2020,eko et al. (2020),Default mode network changes in fibromyalgia patients are largely dependent on current clinical pain,eko et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116877,medium,auto-added 2020+ via OpenAlex; verify
Barroso_2020,Barroso et al. (2020),Reorganization of functional brain network architecture in chronic osteoarthritis pain,Barroso et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25287,medium,auto-added 2020+ via OpenAlex; verify
Casula_2021,Casula et al. (2021),Evidence for interhemispheric imbalance in stroke patients as revealed by combining transcranial magnetic stimulation and electroencephalography,Casula et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25297,medium,auto-added 2020+ via OpenAlex; verify
Bonkhoff_2021,Bonkhoff et al. (2021),Abnormal dynamic functional connectivity is linked to recovery after acute ischemic stroke,Bonkhoff et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25366,medium,auto-added 2020+ via OpenAlex; verify
Yu_2021,Yu et al. (2021),<scp>HybraPD</scp> atlas: Towards precise subcortical nuclei segmentation using multimodality medical images in patients with Parkinson disease,Yu et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25556,medium,auto-added 2020+ via OpenAlex; verify
Malaga_2020,Malaga et al. (2020),"Atlas-independent, N-of-1 tissue activation modeling to map optimal regions of subthalamic deep brain stimulation for Parkinson disease",Malaga et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102518,medium,auto-added 2020+ via OpenAlex; verify
Sparks_2020,Sparks et al. (2020),Impulsivity Relates to Relative Preservation of Mesolimbic Connectivity in Patients with Parkinson Disease,Sparks et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102259,medium,auto-added 2020+ via OpenAlex; verify
Battaglia_2020,Battaglia et al. (2020),Dynamic Functional Connectivity between order and randomness and its evolution across the human adult lifespan,Battaglia et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117156,medium,auto-added 2020+ via OpenAlex; verify
Tsurugizawa_2021,Tsurugizawa et al. (2021),Impact of anesthesia on static and dynamic functional connectivity in mice,Tsurugizawa et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118413,medium,auto-added 2020+ via OpenAlex; verify
Warrington_2020,Warrington et al. (2020),XTRACT - Standardised protocols for automated tractography in the human and macaque brain,Warrington et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116923,medium,auto-added 2020+ via OpenAlex; verify
Schilling_2021_2,Schilling et al. (2021),Prevalence of white matter pathways coming into a single white matter voxel orientation: The bottleneck issue in tractography,Schilling et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25697,medium,auto-added 2020+ via OpenAlex; verify
Rokicki_2020,Rokicki et al. (2020),Multimodal imaging improves brain age prediction and reveals distinct abnormalities in patients with psychiatric and neurological disorders,Rokicki et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25323,medium,auto-added 2020+ via OpenAlex; verify
Alkemade_2020,Alkemade et al. (2020),The Amsterdam Ultra-high field adult lifespan database (AHEAD): A freely available multimodal 7 Tesla submillimeter magnetic resonance imaging database,Alkemade et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117200,medium,auto-added 2020+ via OpenAlex; verify
Mouchs_2022,Mouchs et al. (2022),Multimodal biological brain age prediction using magnetic resonance imaging and angiography with the identification of predictive regions,Mouchs et al.,2022,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25805,medium,auto-added 2020+ via OpenAlex; verify
Puonti_2020,Puonti et al. (2020),Accurate and robust whole-head segmentation from magnetic resonance images for individualized head modeling,Puonti et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117044,medium,auto-added 2020+ via OpenAlex; verify
Billot_2020,Billot et al. (2020),Automated segmentation of the hypothalamus and associated subunits in brain MRI,Billot et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117287,medium,auto-added 2020+ via OpenAlex; verify
Zllei_2020,Zllei et al. (2020),Infant FreeSurfer: An automated segmentation and surface extraction pipeline for T1-weighted neuroimaging data of infants 0–2 years,Zllei et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116946,medium,auto-added 2020+ via OpenAlex; verify
Snchez_2021,Snchez et al. (2021),Quality control strategies for brain MRI segmentation and parcellation: Practical approaches and recommendations - insights from the Maastricht study,Snchez et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118174,medium,auto-added 2020+ via OpenAlex; verify
Maximov_2021,Maximov et al. (2021),"Fast qualitY conTrol meThod foR derIved diffUsion Metrics (YTTRIUM) in big data analysis: U.K. Biobank 18,608 example",Maximov et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25424,medium,auto-added 2020+ via OpenAlex; verify
Benhajali_2020,Benhajali et al. (2020),A Standardized Protocol for Efficient and Reliable Quality Control of Brain Registration in Functional MRI Studies,Benhajali et al.,2020,Frontiers in Neuroinformatics,modern method/tool (2020+),https://doi.org/10.3389/fninf.2020.00007,medium,auto-added 2020+ via OpenAlex; verify
Kong_2021,Kong et al. (2021),Spatio‐temporal graph convolutional network for diagnosis and treatment response prediction of major depressive disorder from functional connectivity,Kong et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25529,medium,auto-added 2020+ via OpenAlex; verify
Ballester_2021,Ballester et al. (2021),Accelerated brain aging in major depressive disorder and antidepressant treatment response: A CAN-BIND report,Ballester et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102864,medium,auto-added 2020+ via OpenAlex; verify
Lu_2022,Lu et al. (2022),Clinical and radiomic features for predicting the treatment response of repetitive transcranial magnetic stimulation in major neurocognitive disorder: Results from a randomized controlled trial,Lu et al.,2022,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26032,medium,auto-added 2020+ via OpenAlex; verify
Munckhof_2020,Munckhof et al. (2020),Perinatal thalamic injury: MRI predictors of electrical status epilepticus in sleep and long-term neurodevelopment,Munckhof et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102227,medium,auto-added 2020+ via OpenAlex; verify
Guma_2021,Guma et al. (2021),Subtle alterations in neonatal neurodevelopment following early or late exposure to prenatal maternal immune activation in mice,Guma et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102868,medium,auto-added 2020+ via OpenAlex; verify
Kurth_2024,Kurth et al. (2024),Large‐scale analysis of structural brain asymmetries during neurodevelopment: Associations with age and sex in 4265 children and adolescents,Kurth et al.,2024,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26754,medium,auto-added 2020+ via OpenAlex; verify
Palombo_2020,Palombo et al. (2020),SANDI: A compartment-based model for non-invasive apparent soma and neurite imaging by diffusion MRI,Palombo et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116835,medium,auto-added 2020+ via OpenAlex; verify
Theaud_2020,Theaud et al. (2020),"TractoFlow: A robust, efficient and reproducible diffusion MRI pipeline leveraging Nextflow &amp; Singularity",Theaud et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116889,medium,auto-added 2020+ via OpenAlex; verify
Ooi_2022,Ooi et al. (2022),"Comparison of individualized behavioral predictions across anatomical, diffusion and functional connectivity MRI",Ooi et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119636,medium,auto-added 2020+ via OpenAlex; verify
Anatrk_2020,Anatrk et al. (2020),Prediction of brain age and cognitive age: Quantifying brain and cognitive maintenance in aging,Anatrk et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25316,medium,auto-added 2020+ via OpenAlex; verify
Yu_2024,Yu et al. (2024),"Brain‐age prediction: Systematic evaluation of site effects, and sample age range and size",Yu et al.,2024,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26768,medium,auto-added 2020+ via OpenAlex; verify
Haast_2020,Haast et al. (2020),Effects of MP2RAGE B1+ sensitivity on inter-site T1 reproducibility and hippocampal morphometry at 7T,Haast et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117373,medium,auto-added 2020+ via OpenAlex; verify
Beer_2020,Beer et al. (2020),Longitudinal ComBat: A method for harmonizing longitudinal multi-scanner imaging data,Beer et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117129,medium,auto-added 2020+ via OpenAlex; verify
Zuo_2021,Zuo et al. (2021),Unsupervised MR harmonization by learning disentangled representations using information bottleneck theory,Zuo et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118569,medium,auto-added 2020+ via OpenAlex; verify
Griffa_2022,Griffa et al. (2022),Brain structure-function coupling provides signatures for task decoding and individual fingerprinting,Griffa et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.118970,medium,auto-added 2020+ via OpenAlex; verify
Liu_2023_2,Liu et al. (2023),Spatially heterogeneous structure-function coupling in haemodynamic and electromagnetic brain networks,Liu et al.,2023,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2023.120276,medium,auto-added 2020+ via OpenAlex; verify
Ide_2020,Ide et al. (2020),Gray matter volumetric correlates of behavioral activation and inhibition system traits in children: An exploratory voxel-based morphometry study of the ABCD project data,Ide et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117085,medium,auto-added 2020+ via OpenAlex; verify
Rapuano_2022,Rapuano et al. (2022),An open-access accelerated adult equivalent of the ABCD Study neuroimaging dataset (a-ABCD),Rapuano et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119215,medium,auto-added 2020+ via OpenAlex; verify
Byrd_2021,Byrd et al. (2021),Neural response to monetary loss among youth with disruptive behavior disorders and callous-unemotional traits in the ABCD study,Byrd et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102810,medium,auto-added 2020+ via OpenAlex; verify
Puxeddu_2020,Puxeddu et al. (2020),The modular organization of brain cortical connectivity across the human lifespan,Puxeddu et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116974,medium,auto-added 2020+ via OpenAlex; verify
Seguin_2022,Seguin et al. (2022),Network communication models narrow the gap between the modular organization of structural and functional brain networks,Seguin et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119323,medium,auto-added 2020+ via OpenAlex; verify
Betzel_2020,Betzel et al. (2020),Temporal fluctuations in the brain’s modular architecture during movie-watching,Betzel et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116687,medium,auto-added 2020+ via OpenAlex; verify
Sele_2021,Sele et al. (2021),"Age-related decline in the brain: a longitudinal study on inter-individual variability of cortical thickness, area, volume, and cognition.",Sele et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118370,medium,auto-added 2020+ via OpenAlex; verify
Farina_2020,Farina et al. (2020),A comparison of resting state EEG and structural MRI for classifying Alzheimer’s disease and mild cognitive impairment,Farina et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116795,medium,auto-added 2020+ via OpenAlex; verify
Kim_2023,Kim et al. (2023),"Deep learning-based EEG analysis to classify normal, mild cognitive impairment, and dementia: Algorithms and dataset",Kim et al.,2023,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2023.120054,medium,auto-added 2020+ via OpenAlex; verify
Misquitta_2020,Misquitta et al. (2020),White matter hyperintensities and neuropsychiatric symptoms in mild cognitive impairment and Alzheimer’s disease,Misquitta et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102367,medium,auto-added 2020+ via OpenAlex; verify
Wein_2022,Wein et al. (2022),Forecasting brain activity based on models of spatiotemporal brain dynamics: A comparison of graph neural network architectures,Wein et al.,2022,Network Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/netn_a_00252,medium,auto-added 2020+ via OpenAlex; verify
Zeng_2024,Zeng et al. (2024),Adaptive node feature extraction in graph-based neural networks for brain diseases diagnosis using self-supervised learning,Zeng et al.,2024,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2024.120750,medium,auto-added 2020+ via OpenAlex; verify
Matthews_2020,Matthews et al. (2020),The sensation of groove engages motor and reward networks,Matthews et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116768,medium,auto-added 2020+ via OpenAlex; verify
Hein_2020,Hein et al. (2020),State anxiety biases estimates of uncertainty and impairs reward learning in volatile environments,Hein et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117424,medium,auto-added 2020+ via OpenAlex; verify
Oh_2020,Oh et al. (2020),An insight-related neural reward signal,Oh et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116757,medium,auto-added 2020+ via OpenAlex; verify
Wolfers_2021,Wolfers et al. (2021),Replicating extensive brain structural heterogeneity in individuals with schizophrenia and bipolar disorder,Wolfers et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25386,medium,auto-added 2020+ via OpenAlex; verify
Han_2020_2,Han et al. (2020),Resting state functional network switching rate is differently altered in bipolar disorder and major depressive disorder,Han et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25017,medium,auto-added 2020+ via OpenAlex; verify
Madeira_2020,Madeira et al. (2020),Morphometry and gyrification in bipolar disorder and schizophrenia: A comparative MRI study,Madeira et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102220,medium,auto-added 2020+ via OpenAlex; verify
Ren_2020_2,Ren et al. (2020),Connectome-Based Predictive Modeling of Creativity Anxiety,Ren et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117469,medium,auto-added 2020+ via OpenAlex; verify
Gao_2020,Gao et al. (2020),Connectome-based models can predict processing speed in older adults,Gao et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117290,medium,auto-added 2020+ via OpenAlex; verify
Anderson_2022,Anderson et al. (2022),Investigating cognitive neuroscience theories of human intelligence: A connectome‐based predictive modeling approach,Anderson et al.,2022,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.26164,medium,auto-added 2020+ via OpenAlex; verify
Hill_2020,Hill et al. (2020),Multi-channel whole-head OPM-MEG: Helmet design and a comparison with a conventional system,Hill et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116995,medium,auto-added 2020+ via OpenAlex; verify
Boto_2021,Boto et al. (2021),Measuring functional connectivity with wearable MEG,Boto et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.117815,medium,auto-added 2020+ via OpenAlex; verify
Tierney_2021,Tierney et al. (2021),Modelling optically pumped magnetometer interference in MEG as a spatially homogeneous magnetic field,Tierney et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118484,medium,auto-added 2020+ via OpenAlex; verify
Duffy_2021,Duffy et al. (2021),Retrospective motion artifact correction of structural MRI images using deep learning improves the quality of cortical surface reconstructions,Duffy et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.117756,medium,auto-added 2020+ via OpenAlex; verify
Tian_2021,Tian et al. (2021),Improved cortical surface reconstruction using sub-millimeter resolution MPRAGE by image denoising,Tian et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.117946,medium,auto-added 2020+ via OpenAlex; verify
Tran_2022,Tran et al. (2022),Automatic segmentation of white matter hyperintensities: validation and comparison with state-of-the-art methods on both Multiple Sclerosis and elderly subjects,Tran et al.,2022,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2022.102940,medium,auto-added 2020+ via OpenAlex; verify
He_2021,He et al. (2021),Comparison of multiple tractography methods for reconstruction of the retinogeniculate visual pathway using diffusion MRI,He et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25472,medium,auto-added 2020+ via OpenAlex; verify
Leddy_2021,Leddy et al. (2021),Lesion distribution and substrate of white matter damage in myotonic dystrophy type 1: Comparison with multiple sclerosis,Leddy et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102562,medium,auto-added 2020+ via OpenAlex; verify
Szcs_2020,Szcs et al. (2020),Sample size evolution in neuroimaging research: An evaluation of highly-cited studies (1990–2012) and of latest practices (2017–2018) in high-impact journals,Szcs et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117164,medium,auto-added 2020+ via OpenAlex; verify
Li_2021,Li et al. (2021),"Surface-based single-subject morphological brain networks: Effects of morphological index, brain parcellation and similarity measure, sample size-varying stability and test-retest reliability",Li et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118018,medium,auto-added 2020+ via OpenAlex; verify
Petitclerc_2021,Petitclerc et al. (2021),Ultra-long-TE arterial spin labeling reveals rapid and brain-wide blood-to-CSF water transport in humans,Petitclerc et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118755,medium,auto-added 2020+ via OpenAlex; verify
Chappell_2023,Chappell et al. (2023),BASIL: A toolbox for perfusion quantification using arterial spin labelling,Chappell et al.,2023,Imaging Neuroscience,modern method/tool (2020+),https://doi.org/10.1162/imag_a_00041,medium,auto-added 2020+ via OpenAlex; verify
Li_2020_2,Li et al. (2020),Transdiagnostic time‐varying dysconnectivity across major psychiatric disorders,Li et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25285,medium,auto-added 2020+ via OpenAlex; verify
Sargent_2021,Sargent et al. (2021),Resting-state brain oscillations predict cognitive function in psychiatric disorders: A transdiagnostic machine learning approach,Sargent et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102617,medium,auto-added 2020+ via OpenAlex; verify
Schaub_2021,Schaub et al. (2021),Neural mapping of anhedonia across psychiatric diagnoses: A transdiagnostic neuroimaging analysis,Schaub et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102825,medium,auto-added 2020+ via OpenAlex; verify
AlfaroAlmagro_2020,AlfaroAlmagro et al. (2020),Confound modelling in UK Biobank brain imaging,AlfaroAlmagro et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117002,medium,auto-added 2020+ via OpenAlex; verify
Buchanan_2020,Buchanan et al. (2020),The effect of network thresholding and weighting on structural brain networks in the UK Biobank,Buchanan et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2019.116443,medium,auto-added 2020+ via OpenAlex; verify
Williams_2021,Williams et al. (2021),"Neuroanatomical norms in the <scp>UK</scp> Biobank: The impact of allometric scaling, sex, and age",Williams et al.,2021,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25572,medium,auto-added 2020+ via OpenAlex; verify
Fraza_2021,Fraza et al. (2021),Warped Bayesian linear regression for normative modelling of big data,Fraza et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118715,medium,auto-added 2020+ via OpenAlex; verify
Bayer_2022,Bayer et al. (2022),Accommodating site variation in neuroimaging data using normative and hierarchical Bayesian models,Bayer et al.,2022,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2022.119699,medium,auto-added 2020+ via OpenAlex; verify
Boek_2023,Boek et al. (2023),"Normative models for neuroimaging markers: Impact of model selection, sample size and evaluation criteria",Boek et al.,2023,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2023.119864,medium,auto-added 2020+ via OpenAlex; verify
Mitchell_2020,Mitchell et al. (2020),Educational attainment polygenic scores are associated with cortical total surface area and regions important for language and memory,Mitchell et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116691,medium,auto-added 2020+ via OpenAlex; verify
Khundrakpam_2020,Khundrakpam et al. (2020),Distinct influence of parental occupation on cortical thickness and surface area in children and adolescents: Relation to self‐esteem,Khundrakpam et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25169,medium,auto-added 2020+ via OpenAlex; verify
KalantarHormozi_2023,KalantarHormozi et al. (2023),"A cross-sectional and longitudinal study of human brain development: The integration of cortical thickness, surface area, gyrification index, and cortical curvature into a unified analytical framework",KalantarHormozi et al.,2023,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2023.119885,medium,auto-added 2020+ via OpenAlex; verify
Luo_2020,Luo et al. (2020),Multimodal neuroimaging-based prediction of adult outcomes in childhood-onset ADHD using ensemble learning techniques,Luo et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102238,medium,auto-added 2020+ via OpenAlex; verify
Alyagon_2020,Alyagon et al. (2020),Alleviation of ADHD symptoms by non-invasive right prefrontal stimulation is correlated with EEG activity,Alyagon et al.,2020,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2020.102206,medium,auto-added 2020+ via OpenAlex; verify
Han_2021,Han et al. (2021),Effect sizes and test-retest reliability of the fMRI-based neurologic pain signature,Han et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.118844,medium,auto-added 2020+ via OpenAlex; verify
Bowring_2020,Bowring et al. (2020),Confidence Sets for Cohen’s d effect size images,Bowring et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117477,medium,auto-added 2020+ via OpenAlex; verify
Valstad_2020,Valstad et al. (2020),"Experience-dependent modulation of the visual evoked potential: Testing effect sizes, retention over time, and associations with age in 415 healthy individuals",Valstad et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.117302,medium,auto-added 2020+ via OpenAlex; verify
Marklund_2021,Marklund et al. (2021),Tau aggregation and increased neuroinflammation in athletes after sports-related concussions and in traumatic brain injury patients – A PET/MR study,Marklund et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102665,medium,auto-added 2020+ via OpenAlex; verify
Bai_2020,Bai et al. (2020),Strategic white matter injury associated with long‐term information processing speed deficits in mild traumatic brain injury,Bai et al.,2020,Human Brain Mapping,modern method/tool (2020+),https://doi.org/10.1002/hbm.25135,medium,auto-added 2020+ via OpenAlex; verify
Ware_2022,Ware et al. (2022),Dynamic contrast enhanced MRI for characterization of blood-brain-barrier dysfunction after traumatic brain injury,Ware et al.,2022,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2022.103236,medium,auto-added 2020+ via OpenAlex; verify
Aerts_2020,Aerts et al. (2020),Modeling brain dynamics after tumor resection using The Virtual Brain,Aerts et al.,2020,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2020.116738,medium,auto-added 2020+ via OpenAlex; verify
Krishnan_2024,Krishnan et al. (2024),Enhancing brain tumor detection in MRI with a rotation invariant Vision Transformer,Krishnan et al.,2024,Frontiers in Neuroinformatics,modern method/tool (2020+),https://doi.org/10.3389/fninf.2024.1414925,medium,auto-added 2020+ via OpenAlex; verify
Wu_2021,Wu et al. (2021),Fast and equilibrium CEST imaging of brain tumor patients at 3T,Wu et al.,2021,NeuroImage Clinical,modern method/tool (2020+),https://doi.org/10.1016/j.nicl.2021.102890,medium,auto-added 2020+ via OpenAlex; verify
Chaumon_2021,Chaumon et al. (2021),Statistical power: Implications for planning MEG studies,Chaumon et al.,2021,NeuroImage,modern method/tool (2020+),https://doi.org/10.1016/j.neuroimage.2021.117894,medium,auto-added 2020+ via OpenAlex; verify
